Gender,Study hours,Attendance percentage,Semester 1(aggregate),Semester 2(aggregate),Semester 3(aggregate),Semester 4(aggregate),Semester 5(aggregate),Semester 6(aggregate),Semester 7(aggregate),Semester 8(aggregate),Total aggregate,No. of backlogs,Internet access(yes/no),Extracurricular activities(yes/no),Library Usage,Sleep hours,Classroom engagement level,Peer interaction level,"Device used for studing_Laptops, Mobile","Device used for studing_Laptops, Mobile, Text books","Device used for studing_Laptops, Text books",Device used for studing_Mobile,"Device used for studing_Mobile, Text books",Device used for studing_Text books
1,3.3,92.4,77.55,80.08,79.96,78.39,81.91,83.56,84.69,86.3,81.56,2,1,1,,6-8 hrs,1,2,False,False,True,False,False,False
1,0.8,82.1,48.66,47.92,47.51,50.5,53.68,51.81,52.68,49.21,50.25,4,1,1,,6-8 hrs,2,1,False,False,False,False,False,False
1,7.2,88.9,66.12,70.75,69.65,72.14,73.11,67.54,70.19,71.83,70.17,3,1,0,,6-8 hrs,2,0,False,False,False,False,False,False
0,3.5,68.9,68.71,69.23,67.77,64.91,63.67,62.43,55.63,56.34,63.59,7,1,1,,2-4 hrs,1,1,False,False,False,False,False,False
1,3.3,100.0,65.9,71.37,71.64,66.43,72.61,70.01,71.24,67.56,69.6,1,1,0,,4-6 hrs,1,0,False,False,False,False,False,True
0,1.0,77.3,63.6,63.26,61.46,59.83,61.01,62.17,65.06,65.39,62.72,3,1,0,,4-6 hrs,1,1,False,False,False,False,False,True
0,8.0,81.0,70.53,67.89,69.3,65.82,60.57,58.82,57.49,58.59,63.63,2,1,1,,6-8 hrs,1,0,False,False,False,False,True,False
1,1.9,67.2,71.61,67.89,62.87,60.41,59.19,55.76,54.81,54.9,60.93,2,1,0,,>8 hrs,1,1,False,False,False,False,False,True
0,4.6,85.9,74.96,72.59,69.8,71.43,73.72,77.32,72.55,73.14,73.19,5,1,1,,6-8 hrs,1,1,False,False,False,False,False,False
1,6.3,73.1,55.51,54.55,62.33,60.27,64.28,63.53,64.01,71.33,61.98,3,1,1,,4-6 hrs,1,1,False,False,False,False,False,False
0,5.3,82.8,70.22,72.31,75.41,76.47,79.36,79.97,85.28,83.82,77.85,4,1,0,,4-6 hrs,2,1,False,False,True,False,False,False
1,4.4,77.6,70.12,69.71,70.5,71.34,71.87,72.46,69.25,74.82,71.26,1,1,1,,>8 hrs,2,1,False,False,False,False,False,True
0,1.1,73.4,77.58,79.43,76.3,77.7,81.0,79.94,73.9,75.94,77.72,1,1,1,,6-8 hrs,1,0,False,False,False,False,True,False
0,2.9,75.6,63.61,67.75,69.97,63.86,67.43,63.09,62.88,70.72,66.16,1,1,1,,6-8 hrs,1,1,False,True,False,False,False,False
1,4.9,83.8,56.44,58.72,54.01,53.68,53.17,56.56,55.77,55.97,55.54,7,1,0,,6-8 hrs,2,0,False,False,False,False,False,True
1,2.9,71.7,71.71,71.21,64.51,63.58,64.75,61.64,58.25,53.53,63.65,5,0,0,,6-8 hrs,2,1,False,False,False,True,False,False
0,4.9,76.0,60.61,58.4,57.0,52.96,56.02,47.66,50.26,46.22,53.64,2,1,0,,6-8 hrs,0,1,False,False,False,False,False,True
0,5.9,87.3,50.69,47.25,52.78,52.12,50.74,49.6,53.38,48.62,50.65,7,1,1,,4-6 hrs,2,1,False,False,False,False,True,False
1,6.4,100.0,57.91,59.5,55.88,55.34,52.79,52.41,55.93,49.43,54.9,4,1,0,,4-6 hrs,2,2,False,False,False,False,False,False
0,2.0,85.8,60.97,63.02,69.86,66.16,69.46,75.14,76.6,80.92,70.27,3,0,1,,>8 hrs,1,1,False,False,False,False,False,False
1,8.9,74.7,66.82,68.25,66.1,68.11,71.77,66.17,67.0,65.95,67.52,4,1,1,,6-8 hrs,1,2,True,False,False,False,False,False
0,6.0,79.1,68.17,64.56,66.68,63.0,60.6,56.3,59.51,52.8,61.45,1,1,1,,6-8 hrs,0,1,False,False,True,False,False,False
1,4.5,82.3,64.9,68.72,68.0,73.44,70.96,75.86,78.53,80.24,72.58,1,0,1,,6-8 hrs,2,0,False,False,False,False,False,True
0,6.7,79.2,52.39,48.04,51.45,49.45,47.16,44.63,46.2,39.13,47.31,8,1,0,,2-4 hrs,2,0,False,True,False,False,False,False
1,9.2,89.2,50.24,45.71,47.78,45.46,42.04,43.78,37.38,35.0,43.42,7,1,0,,4-6 hrs,2,0,False,False,False,False,False,False
1,1.6,83.7,48.84,52.61,54.99,54.27,58.35,59.78,64.69,65.44,57.37,2,0,1,,2-4 hrs,1,0,False,False,True,False,False,False
1,4.0,89.3,54.05,51.02,54.08,51.37,51.86,48.57,48.96,48.49,51.05,5,0,1,,6-8 hrs,1,1,False,False,False,False,True,False
1,0.5,79.5,74.6,75.42,73.87,74.14,76.76,76.97,77.8,75.56,75.64,2,1,0,,6-8 hrs,1,2,False,False,False,False,True,False
0,4.9,92.6,61.31,63.67,63.19,61.74,70.11,68.55,64.4,60.09,64.13,6,1,0,,6-8 hrs,1,1,False,False,False,True,False,False
1,5.2,80.7,75.93,78.34,73.93,72.69,72.11,69.89,68.29,65.52,72.09,2,1,1,,6-8 hrs,1,2,False,False,False,False,False,True
0,4.4,74.2,63.84,63.18,66.87,66.8,62.91,62.62,67.68,63.95,64.73,2,1,1,,4-6 hrs,0,1,False,False,False,False,False,True
1,3.2,99.4,80.85,75.97,79.82,77.55,71.82,75.65,75.46,75.41,76.57,4,1,0,,6-8 hrs,1,1,False,False,False,True,False,False
1,0.5,67.4,73.53,73.17,73.12,74.72,79.56,83.04,81.49,86.56,78.15,5,1,1,,6-8 hrs,1,2,False,False,False,False,True,False
1,5.2,76.1,55.54,55.04,51.46,48.92,47.45,41.38,42.51,38.46,47.6,6,1,0,,4-6 hrs,0,1,False,False,True,False,False,False
1,7.4,77.0,53.11,55.46,59.29,60.16,66.23,67.65,68.91,70.87,62.71,5,1,1,,6-8 hrs,1,0,True,False,False,False,False,False
1,3.3,100.0,80.04,79.75,82.84,79.52,75.1,78.32,76.57,75.87,78.5,0,1,0,,4-6 hrs,1,1,True,False,False,False,False,False
1,5.4,96.5,56.96,60.65,61.93,60.29,57.45,59.28,61.9,59.54,59.75,2,1,1,,>8 hrs,1,2,True,False,False,False,False,False
0,1.4,94.0,77.57,79.49,78.86,78.11,76.58,77.44,79.63,77.98,78.21,0,1,0,,4-6 hrs,0,0,False,False,False,False,True,False
1,5.4,79.4,52.56,51.49,50.07,44.66,48.89,41.64,42.16,36.85,46.04,8,1,1,,4-6 hrs,1,1,False,False,True,False,False,False
0,3.7,100.0,76.84,79.7,75.32,79.79,78.44,75.87,77.04,80.68,77.96,2,1,0,,4-6 hrs,1,1,False,False,False,False,False,False
0,3.0,84.9,72.56,73.27,78.19,74.4,77.55,74.72,77.74,75.8,75.53,4,0,1,,4-6 hrs,1,1,False,False,False,False,False,True
1,3.0,89.8,80.34,75.26,72.08,67.66,66.98,66.26,66.9,64.61,70.01,1,1,1,,6-8 hrs,1,0,False,False,False,False,False,True
1,3.7,83.4,72.39,75.42,81.09,80.93,80.17,82.54,87.35,89.59,81.18,1,1,0,,4-6 hrs,2,1,False,False,False,False,False,True
2,5.3,81.6,57.45,57.53,58.21,59.79,55.26,58.64,58.85,59.49,58.15,3,1,0,,4-6 hrs,1,1,False,False,False,False,False,False
0,1.9,80.0,64.51,65.74,62.99,70.66,75.04,74.75,78.39,78.99,71.38,2,1,0,,4-6 hrs,0,2,False,False,False,False,False,False
0,3.7,80.3,54.54,50.41,49.53,47.47,48.5,51.78,50.4,46.83,49.93,2,1,1,,<2 hrs,2,1,False,False,False,False,True,False
1,4.4,86.9,56.49,49.93,55.99,50.1,48.23,47.82,44.65,43.48,49.59,5,1,1,,>8 hrs,1,1,True,False,False,False,False,False
0,2.3,84.9,63.55,63.03,62.62,59.66,60.66,64.63,64.16,62.97,62.66,3,1,1,,4-6 hrs,1,1,False,False,False,False,False,False
0,8.1,81.7,64.72,63.96,62.02,62.53,60.15,64.78,60.76,63.08,62.75,0,1,0,,4-6 hrs,0,0,False,False,False,True,False,False
0,2.8,94.1,64.13,65.09,64.73,66.4,63.29,68.52,64.72,62.72,64.95,4,1,1,,>8 hrs,1,2,False,True,False,False,False,False
2,3.2,58.3,60.83,63.95,58.84,64.44,63.51,67.66,66.77,63.02,63.63,5,1,0,,4-6 hrs,1,0,False,False,False,False,False,False
1,2.5,86.1,77.1,76.44,70.46,66.04,66.27,66.22,63.94,63.38,68.73,2,1,0,,6-8 hrs,2,2,False,False,False,True,False,False
1,8.1,87.7,65.32,67.36,70.82,71.13,76.38,74.89,77.64,76.82,72.54,0,1,1,,4-6 hrs,1,1,False,False,False,False,False,False
0,5.6,91.2,50.73,52.69,56.78,54.35,53.56,54.36,54.85,54.47,53.97,8,1,0,,4-6 hrs,1,2,False,False,False,False,False,False
0,2.6,81.5,55.58,54.35,54.67,49.57,50.45,48.6,47.93,52.93,51.76,5,1,0,,>8 hrs,0,0,False,False,False,True,False,False
1,6.7,83.7,76.04,82.39,78.34,78.8,77.89,78.92,77.12,76.23,78.22,0,1,0,,4-6 hrs,1,1,False,False,False,True,False,False
1,4.9,89.9,76.32,70.86,68.84,67.69,67.18,62.28,60.7,57.0,66.36,3,1,0,,2-4 hrs,1,1,False,False,False,False,False,True
1,5.0,93.9,73.14,77.9,78.17,76.97,78.81,72.12,74.1,75.99,75.9,1,1,1,,4-6 hrs,0,1,False,False,True,False,False,False
1,3.8,79.6,72.78,66.61,69.66,63.23,64.12,60.69,58.07,59.74,64.36,2,1,1,,4-6 hrs,1,1,False,False,False,False,False,True
0,3.0,84.1,64.25,63.33,57.89,61.14,58.7,53.61,52.6,50.0,57.69,7,1,0,,6-8 hrs,2,2,False,False,False,False,False,True
0,5.2,95.4,75.13,79.05,76.71,79.67,81.72,84.39,87.44,91.17,81.91,2,1,0,,2-4 hrs,1,0,False,False,False,False,False,False
1,3.4,65.0,63.72,68.52,68.99,67.88,69.49,67.55,68.14,63.35,67.2,5,1,1,,2-4 hrs,1,1,True,False,False,False,False,False
1,8.1,76.5,49.44,48.38,50.55,51.91,51.63,51.91,53.35,53.47,51.33,4,1,0,,6-8 hrs,1,1,True,False,False,False,False,False
1,2.0,93.7,59.49,57.41,57.31,60.19,60.24,55.03,47.41,46.66,55.47,6,0,0,,6-8 hrs,1,2,False,False,True,False,False,False
1,7.6,90.7,79.36,78.55,80.5,78.12,79.98,79.23,80.98,79.13,79.48,2,1,0,,4-6 hrs,2,0,False,False,False,False,False,True
0,4.3,86.2,80.79,84.22,82.14,87.5,86.09,89.49,89.93,94.31,86.81,2,1,1,,6-8 hrs,1,2,False,True,False,False,False,False
2,5.1,78.4,67.13,73.91,75.23,75.53,78.42,81.17,81.53,81.13,76.76,3,1,1,,<2 hrs,1,1,True,False,False,False,False,False
0,6.2,74.9,77.79,78.37,71.75,69.42,68.37,66.91,66.6,64.45,70.46,1,1,1,,6-8 hrs,0,0,False,False,False,False,False,False
1,3.2,77.3,64.0,60.58,61.5,58.24,58.52,59.11,58.72,56.91,59.7,0,1,1,,>8 hrs,1,1,False,True,False,False,False,False
0,6.2,94.4,75.59,74.9,73.65,68.48,71.1,68.64,65.62,63.62,70.2,0,1,0,,4-6 hrs,0,0,False,False,True,False,False,False
0,0.5,77.0,62.5,66.52,65.24,66.73,68.96,73.73,73.08,75.2,69.0,8,1,1,,>8 hrs,1,1,False,False,False,False,True,False
0,3.1,82.8,65.52,63.81,62.72,61.74,59.86,61.57,63.07,62.79,62.64,5,1,0,,2-4 hrs,1,0,False,False,False,True,False,False
1,2.7,76.0,67.36,70.51,76.01,78.18,75.99,82.66,82.89,86.41,77.5,4,1,0,,4-6 hrs,0,1,False,False,False,False,False,True
1,2.0,88.7,56.9,59.23,61.78,63.98,65.67,65.75,66.92,74.07,64.29,6,1,1,,6-8 hrs,0,0,True,False,False,False,False,False
1,4.1,77.7,54.29,57.66,59.97,62.39,63.2,60.78,62.91,70.53,61.47,1,1,1,,4-6 hrs,1,0,True,False,False,False,False,False
1,5.3,81.2,69.0,72.54,67.71,69.02,70.5,71.2,69.57,70.14,69.96,2,1,1,,4-6 hrs,0,0,False,True,False,False,False,False
1,5.9,68.5,52.12,55.7,51.34,50.04,55.08,52.67,55.65,56.05,53.58,2,1,0,,6-8 hrs,1,1,False,True,False,False,False,False
1,5.0,69.1,70.95,75.33,76.47,77.79,84.36,84.93,81.05,88.15,79.88,7,1,1,,6-8 hrs,2,0,False,False,False,False,True,False
0,3.2,82.1,75.83,69.57,68.48,68.28,66.57,61.72,65.54,56.06,66.51,2,1,0,,4-6 hrs,1,0,False,False,False,True,False,False
0,5.2,71.4,81.27,82.04,81.52,76.8,77.69,76.86,79.26,76.17,78.95,5,1,1,,2-4 hrs,2,2,True,False,False,False,False,False
1,4.7,98.8,67.03,64.66,64.77,67.24,65.13,65.74,67.01,60.34,65.24,2,1,1,,<2 hrs,0,0,False,False,False,True,False,False
1,6.4,65.5,78.8,72.89,79.66,78.32,81.57,84.48,88.28,89.58,81.7,2,1,1,,6-8 hrs,2,2,False,False,True,False,False,False
0,6.1,75.6,54.69,52.67,56.47,51.99,54.54,52.33,57.74,57.68,54.76,7,1,1,,4-6 hrs,1,1,False,False,False,True,False,False
0,4.6,82.1,75.21,68.95,68.12,67.25,67.98,64.58,64.13,64.23,67.56,4,1,1,,<2 hrs,1,1,False,False,False,False,False,False
0,2.7,79.1,63.99,64.14,68.29,60.75,68.27,64.59,63.34,62.17,64.44,3,1,1,,6-8 hrs,0,2,True,False,False,False,False,False
2,3.2,73.2,61.24,63.01,63.27,66.02,63.02,62.49,64.13,62.96,63.27,8,1,1,,4-6 hrs,1,1,False,False,True,False,False,False
0,3.4,74.3,79.07,75.85,78.28,78.68,79.61,74.83,74.41,80.46,77.65,0,1,1,,2-4 hrs,2,1,False,False,False,False,True,False
2,3.9,74.1,80.37,76.45,77.36,72.09,67.45,69.4,64.1,63.2,71.3,1,1,1,,6-8 hrs,0,2,False,False,False,True,False,False
1,5.0,79.7,63.55,58.7,61.83,62.16,60.64,62.12,62.74,65.27,62.13,3,1,1,,4-6 hrs,2,1,False,False,False,False,False,False
1,5.9,97.6,70.32,69.51,69.07,70.66,67.8,71.22,70.33,65.32,69.28,6,1,1,,4-6 hrs,2,0,False,False,True,False,False,False
1,4.4,82.6,53.43,55.92,55.91,55.25,56.27,55.35,55.94,54.65,55.34,3,0,1,,6-8 hrs,2,1,True,False,False,False,False,False
1,4.5,91.5,76.24,78.16,73.15,76.51,76.88,76.8,76.25,75.26,76.16,4,1,1,,<2 hrs,2,1,False,False,False,False,False,True
1,4.8,86.1,74.37,73.87,71.14,71.24,66.13,66.4,61.75,64.19,68.64,0,0,0,,4-6 hrs,1,1,False,False,True,False,False,False
0,3.5,90.9,74.04,77.61,75.21,83.58,85.04,89.51,85.79,88.22,82.38,4,1,1,,<2 hrs,2,1,True,False,False,False,False,False
0,2.6,59.6,67.05,65.14,65.35,60.88,58.84,57.94,52.95,57.51,60.71,5,1,0,,4-6 hrs,2,1,False,False,False,False,True,False
0,1.0,79.6,74.7,74.26,69.86,71.28,65.4,64.01,60.93,62.96,67.93,1,1,1,,6-8 hrs,1,0,False,False,False,False,True,False
1,3.1,92.5,65.03,65.1,63.58,64.33,65.54,64.28,65.51,61.61,64.37,3,1,1,,6-8 hrs,2,1,True,False,False,False,False,False
0,5.4,77.4,71.56,71.13,64.45,61.48,60.77,67.17,63.68,54.33,64.32,3,1,0,,4-6 hrs,2,1,False,False,True,False,False,False
0,3.1,96.1,53.13,50.52,53.44,53.15,50.83,50.05,50.81,52.7,51.83,5,1,1,,6-8 hrs,1,1,True,False,False,False,False,False
1,4.0,93.9,74.22,73.15,70.71,72.72,75.4,75.38,75.11,76.26,74.12,5,1,1,,6-8 hrs,1,1,False,False,False,True,False,False
0,5.4,78.2,61.71,63.06,64.4,67.37,70.57,75.07,75.37,74.37,68.99,2,1,1,,2-4 hrs,2,1,False,False,False,False,True,False
1,5.5,78.0,71.57,71.15,72.68,73.17,72.47,72.11,77.57,75.31,73.25,3,1,1,,6-8 hrs,1,1,False,False,False,False,False,False
1,2.3,73.9,83.8,80.45,74.6,72.21,71.99,68.47,69.13,62.05,72.84,3,0,0,,>8 hrs,2,2,False,True,False,False,False,False
0,6.5,77.0,50.88,50.83,49.28,50.21,47.41,51.63,48.16,51.56,50.0,5,1,0,,4-6 hrs,1,0,False,False,False,False,True,False
1,6.8,72.1,55.86,53.38,53.61,60.89,60.69,61.43,66.58,63.53,59.5,7,1,0,,4-6 hrs,0,1,False,False,False,False,False,False
1,2.2,85.4,65.35,59.77,55.55,56.53,55.14,48.9,50.34,52.08,55.46,5,1,1,,6-8 hrs,1,1,False,True,False,False,False,False
0,2.9,70.4,69.06,71.5,68.31,69.1,63.76,72.08,69.39,68.39,68.95,1,1,0,,6-8 hrs,2,1,False,False,False,False,False,False
0,6.9,86.8,58.35,57.7,56.33,54.06,54.68,56.56,56.8,53.72,56.02,6,1,0,,6-8 hrs,1,0,False,False,False,False,False,True
1,4.2,87.0,74.34,78.27,80.01,81.65,84.6,82.98,83.48,91.91,82.16,5,1,0,,6-8 hrs,1,1,False,False,False,True,False,False
1,0.5,68.7,79.17,81.18,79.42,81.12,84.28,87.1,84.66,89.39,83.29,2,1,1,,6-8 hrs,1,2,False,False,False,False,True,False
1,1.7,94.4,62.49,60.47,61.36,61.86,62.66,60.07,64.89,65.58,62.42,6,1,0,,2-4 hrs,1,0,True,False,False,False,False,False
0,4.0,86.1,58.05,59.92,55.28,56.04,54.73,49.14,44.21,45.65,52.88,4,1,0,,<2 hrs,1,1,False,False,False,False,False,False
1,2.2,88.0,82.91,84.39,85.53,86.5,90.17,85.84,93.85,91.62,87.6,2,1,1,,>8 hrs,1,1,False,False,False,True,False,False
1,3.7,75.9,55.45,56.76,51.84,51.18,54.96,53.78,52.94,57.07,54.25,1,1,0,,2-4 hrs,2,2,False,False,False,True,False,False
0,4.6,87.0,52.39,54.86,56.64,53.68,52.36,58.27,53.72,48.7,53.83,3,1,0,,6-8 hrs,1,2,False,False,False,True,False,False
0,7.4,91.0,66.72,66.98,65.32,65.38,67.57,67.24,66.9,69.87,67.0,4,1,1,,6-8 hrs,1,2,False,False,False,True,False,False
1,3.9,81.2,62.9,67.03,64.08,61.54,59.3,57.89,55.33,53.51,60.2,5,1,1,,6-8 hrs,2,1,False,False,False,False,False,True
0,6.6,98.0,57.4,61.99,64.25,58.56,68.93,67.65,67.14,71.79,64.71,4,0,1,,2-4 hrs,1,1,True,False,False,False,False,False
0,7.4,82.4,53.91,54.07,51.37,54.81,57.84,53.57,58.34,56.17,55.01,7,1,1,,6-8 hrs,1,1,False,False,False,False,True,False
1,7.4,91.1,62.04,67.58,68.18,68.86,69.4,71.83,75.45,77.29,70.08,0,1,1,,>8 hrs,1,0,False,False,False,False,False,True
1,5.1,84.3,80.13,74.63,70.17,68.46,71.08,67.51,61.03,58.93,68.99,6,1,0,,2-4 hrs,1,1,False,True,False,False,False,False
0,0.6,86.7,79.94,78.69,80.53,80.89,80.89,74.01,76.3,74.56,78.23,1,1,1,,2-4 hrs,2,1,False,False,False,False,False,False
1,5.4,68.6,71.35,69.05,70.41,73.94,67.78,69.46,67.93,66.19,69.51,1,1,1,,6-8 hrs,1,1,False,False,False,False,True,False
0,6.6,85.0,56.17,58.43,64.27,63.01,66.78,64.82,72.42,72.29,64.77,6,0,0,,6-8 hrs,1,0,False,False,False,True,False,False
1,4.3,76.1,62.49,63.35,66.62,70.02,68.82,70.78,73.0,74.57,68.71,1,1,1,,>8 hrs,2,1,True,False,False,False,False,False
1,8.0,75.2,61.78,62.13,58.8,61.13,58.35,61.71,59.87,58.66,60.3,6,1,1,,6-8 hrs,1,0,False,False,False,False,True,False
1,6.2,96.0,70.92,67.41,70.65,68.62,69.43,67.35,69.48,71.11,69.37,0,1,0,,6-8 hrs,1,1,False,False,False,False,False,True
1,5.6,80.3,51.73,50.13,46.46,45.58,44.34,39.01,40.86,40.01,44.76,4,1,1,,4-6 hrs,1,2,False,True,False,False,False,False
1,6.7,74.0,75.13,75.32,75.78,73.62,71.71,76.02,77.12,73.45,74.77,4,1,1,,6-8 hrs,1,1,False,False,True,False,False,False
1,5.2,79.1,62.76,62.54,57.41,59.7,59.01,60.76,65.74,64.83,61.59,5,1,1,,6-8 hrs,2,2,False,False,False,False,False,True
0,0.5,71.6,62.39,57.81,62.33,65.51,65.22,62.85,65.51,64.58,63.28,0,0,1,,2-4 hrs,1,0,False,False,False,False,False,False
2,3.5,93.5,81.34,75.8,79.49,81.85,83.99,76.71,76.98,78.18,79.29,1,1,1,,4-6 hrs,1,1,True,False,False,False,False,False
0,6.9,76.4,49.16,56.69,51.67,52.57,49.07,54.05,55.13,54.14,52.81,1,1,0,,2-4 hrs,1,1,True,False,False,False,False,False
0,2.9,86.2,63.65,56.69,55.78,50.29,54.3,50.03,50.48,46.81,53.5,5,1,1,,6-8 hrs,2,1,False,False,False,False,False,False
1,4.1,92.8,73.73,78.92,78.69,76.16,76.57,76.54,77.41,78.14,77.02,3,1,1,,4-6 hrs,2,2,True,False,False,False,False,False
2,2.4,78.0,72.6,73.38,72.01,77.41,76.37,78.99,82.11,85.67,77.32,2,1,1,,4-6 hrs,2,1,True,False,False,False,False,False
1,8.1,86.3,83.45,75.7,82.71,83.74,79.46,78.22,78.86,75.52,79.71,2,1,0,,2-4 hrs,0,2,False,True,False,False,False,False
0,7.9,73.8,73.33,67.07,66.11,68.08,67.75,62.21,64.84,62.15,66.44,1,1,1,,4-6 hrs,1,2,False,False,False,False,False,True
2,2.7,100.0,72.28,72.99,72.79,70.63,73.59,73.43,72.76,70.07,72.32,1,1,1,,4-6 hrs,2,1,False,False,False,False,False,True
0,4.8,89.5,59.33,52.51,53.79,55.03,53.36,55.75,55.86,57.52,55.39,7,1,1,,4-6 hrs,1,0,False,False,False,False,True,False
2,3.1,80.5,49.76,49.71,52.62,55.47,53.5,52.91,50.74,48.73,51.68,4,0,1,,2-4 hrs,2,2,True,False,False,False,False,False
0,5.7,75.8,57.89,53.79,58.57,59.25,59.35,57.4,55.64,60.63,57.82,3,1,1,,6-8 hrs,1,2,False,False,False,False,False,True
1,5.5,81.1,51.83,48.75,52.02,51.1,47.88,47.7,46.25,45.94,48.93,8,1,1,,6-8 hrs,2,1,False,False,False,True,False,False
1,6.1,79.3,70.75,75.8,76.47,80.47,83.17,81.75,86.21,84.57,79.9,0,1,0,,>8 hrs,1,2,False,False,False,True,False,False
0,5.2,97.6,52.77,50.61,52.98,50.89,50.2,52.99,52.12,53.51,52.01,7,1,1,,6-8 hrs,1,1,False,False,False,True,False,False
1,10.0,72.2,58.21,56.85,53.87,49.72,45.44,45.57,44.06,42.94,49.58,9,1,1,,4-6 hrs,1,2,False,False,False,False,True,False
0,2.4,83.1,59.45,52.07,59.01,56.59,55.99,59.02,58.82,55.38,57.04,2,1,1,,<2 hrs,1,1,True,False,False,False,False,False
2,1.1,81.9,52.85,54.1,54.02,56.36,60.39,61.42,65.66,65.72,58.82,6,1,1,,6-8 hrs,1,1,False,False,False,False,True,False
1,3.7,81.1,54.3,55.71,55.16,50.47,55.01,56.08,51.56,50.92,53.65,0,1,1,,6-8 hrs,2,1,True,False,False,False,False,False
0,1.4,81.1,78.4,79.54,76.62,78.38,79.53,80.53,81.24,82.92,79.65,3,1,1,,6-8 hrs,1,1,False,False,True,False,False,False
0,1.5,81.1,49.63,50.97,51.3,55.0,54.17,49.8,57.21,57.56,53.2,2,1,1,,4-6 hrs,2,1,False,False,False,False,False,True
0,2.5,89.0,65.91,61.95,63.66,58.55,56.79,53.83,49.34,49.72,57.47,6,1,1,,6-8 hrs,0,1,False,False,False,False,False,True
2,2.7,86.9,51.98,49.75,44.3,45.12,41.81,40.16,36.88,36.78,43.35,6,1,1,,4-6 hrs,0,2,True,False,False,False,False,False
0,2.6,85.4,57.67,60.95,67.37,67.13,66.14,66.62,69.47,70.3,65.71,3,1,0,,6-8 hrs,1,2,False,False,False,False,False,True
2,5.5,57.7,75.57,77.3,70.52,71.37,66.02,64.94,66.48,61.63,69.23,1,1,1,,6-8 hrs,1,0,False,False,False,False,True,False
0,3.5,84.4,62.58,59.28,57.71,55.55,52.9,52.75,57.27,57.89,56.99,6,1,1,,6-8 hrs,1,1,False,False,True,False,False,False
1,4.1,68.8,55.67,58.87,62.77,63.74,61.98,67.43,70.63,69.37,63.81,3,1,1,,6-8 hrs,2,2,False,False,False,False,False,False
1,6.3,87.2,63.22,60.81,61.27,58.0,59.6,50.78,50.94,46.19,56.35,3,1,0,,4-6 hrs,0,1,False,False,False,False,False,False
0,3.0,93.8,73.19,68.45,69.27,65.89,71.31,68.78,71.77,69.56,69.78,2,1,0,,6-8 hrs,1,1,False,True,False,False,False,False
1,4.0,74.6,68.29,64.85,62.83,58.07,59.37,56.41,55.92,54.1,59.98,4,1,0,,4-6 hrs,1,1,False,False,False,False,False,True
0,5.2,79.9,53.44,61.01,62.19,59.3,63.76,66.45,69.56,70.1,63.23,3,0,1,,6-8 hrs,0,1,False,False,False,False,True,False
0,0.6,77.2,63.78,63.97,70.13,62.46,64.95,64.91,66.15,63.7,65.01,4,1,0,,6-8 hrs,1,1,True,False,False,False,False,False
1,0.5,91.9,64.31,66.02,63.88,63.24,67.18,66.69,61.62,59.6,64.07,5,1,1,,6-8 hrs,2,1,False,False,True,False,False,False
0,5.2,82.8,77.87,79.97,77.24,77.3,78.65,77.43,80.69,78.08,78.4,5,1,0,,2-4 hrs,2,1,False,False,False,False,False,False
0,5.5,95.8,67.79,67.84,63.22,64.24,63.27,65.52,64.24,55.15,63.91,3,1,0,,>8 hrs,1,2,False,False,False,False,True,False
0,8.6,85.3,69.46,68.18,73.64,74.27,77.73,79.31,81.07,82.66,75.79,3,1,1,,6-8 hrs,2,1,False,False,False,True,False,False
1,4.8,83.9,74.48,74.63,75.95,74.8,77.55,77.56,76.34,76.14,75.93,2,1,1,,4-6 hrs,2,2,False,False,False,False,False,False
1,6.1,82.5,67.74,69.73,63.28,62.54,67.91,70.64,71.78,68.55,67.77,6,1,0,,4-6 hrs,1,2,False,False,False,False,False,True
1,4.1,88.5,69.99,69.4,64.84,64.9,65.6,67.42,67.7,62.2,66.51,3,1,1,,4-6 hrs,2,0,False,False,True,False,False,False
0,5.1,68.1,57.21,60.34,57.5,57.98,63.63,61.42,67.57,69.46,61.89,4,1,1,,>8 hrs,1,2,False,False,False,False,True,False
1,7.8,82.7,72.86,69.64,65.88,71.05,63.1,62.35,60.56,56.62,65.26,3,1,0,,2-4 hrs,0,2,False,False,False,False,False,False
0,0.5,81.4,79.54,72.85,71.65,72.03,69.43,66.0,63.73,61.11,69.54,4,1,1,,2-4 hrs,2,1,True,False,False,False,False,False
1,5.3,87.8,69.47,63.0,65.39,63.08,64.67,66.47,66.35,62.35,65.1,5,1,0,,4-6 hrs,2,1,True,False,False,False,False,False
1,8.8,80.5,58.26,60.22,58.37,54.54,53.0,48.83,49.74,48.49,53.93,7,1,0,,6-8 hrs,1,1,True,False,False,False,False,False
0,5.1,73.7,65.58,58.48,62.47,60.05,59.25,56.13,51.12,52.71,58.22,7,1,1,,4-6 hrs,1,0,False,False,True,False,False,False
0,7.8,82.1,74.65,82.62,79.92,81.68,82.55,82.93,82.97,80.09,80.93,2,1,1,,6-8 hrs,1,1,False,False,False,False,False,True
1,3.2,73.3,52.14,55.29,54.04,53.67,57.03,56.2,61.14,54.67,55.52,4,0,1,,6-8 hrs,2,1,True,False,False,False,False,False
1,4.4,66.6,62.0,59.63,55.66,60.24,54.43,54.1,48.93,49.24,55.53,4,1,1,,>8 hrs,2,2,True,False,False,False,False,False
